-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
83,-4.6761509503,4.6913984398,0.0006198097,0.2780077182,6.5984638168,214.1096929947,-0.002562544,11.9022222534,-10.0059576344,205.2796873296,-0.0037071527,14.8864928938,15.3948312309,246.4924125356,-0.0019790064,13.0585081312,-19.4455726996,150.7375167243,0.002100211,10.5976756019,9.2122709431,356.5985805833,-0.0057941912,21.6772505065,-40.2150015602,301.9250920463,0.0008568839,20.5941479138,-0.1065324703,212.0716128869,-0.0058842988,15.4153177815,-19.5716494103,206.3020029185,0.0077957395,14.7284177947,2.0270050545,184.8150583066,-0.0029404877,14.8231983855,-8.7744720621,136.2705096221,-0.0012537041,11.8131881281,-1.495742762,165.02195456,-0.0002133903,13.8672163208,0.3179668939,87.8486466843,0.0016518447,7.911783014,-11.4735357067,3.3479901852,-9.7917836343,6.083436415,-8.1745981853,8.7686523547,-8.449487664,8.2696886783,-8.4034879095,9.7568999697,-8.4827475805,9.5826238789,-9.7368853123,7.8987909445,-10.4718256057,6.5499069776,-10.2375735893,6.9401553516,-9.9445043687,7.2190211791,-9.6582563134,7.076158955,-9.3716561798,6.8627487274,-9.0865480551,6.5861109969,-9.0354383557,6.6336363179,-9.2650160894,6.7826366177,-9.4541035029,6.5575852629,-10.0262568124,5.3099250809,-9.6493036892,5.7596103734,-8.9527476704,6.7714675188,-9.5780115683,6.0071306669,-9.360851761,6.4179547227,-8.4979645963,6.8421911481,-8.9129401642,6.4929850991,-10.9495921447,6.527885247,-14.0372172452,6.4496616568,-14.1350700646,6.2655875224,1
84,-5.1162927542,7.032810462,-0.0001891867,0.2248774113,5.6577950568,226.2785283047,-0.0018392086,10.1563444923,-10.0309232726,155.5895498383,0.0017147548,8.5050847147,22.299307299,192.2929578476,-0.0005448385,10.167664347,-16.7564745797,206.8994692931,-0.0001500159,10.3814574053,14.0768223123,309.119124138,-0.0004738869,15.4265749952,-28.6840698081,246.6371318659,-0.0017346118,14.9345594394,-0.4546106264,208.4772413982,-0.0010390873,13.4015784827,-24.9665144026,215.4198339049,0.0053558576,12.7414505802,7.3605337607,241.9340542195,-0.0082140093,15.10051582,-12.9078591149,159.4427368441,-0.004850058,10.5652538531,-6.0589195458,124.9354101913,0.0023730171,9.1395098254,3.5328673329,100.0769188642,0.0011492609,8.0110152747,-11.3233963748,4.3288834845,-8.9394986423,7.570238564,-8.9659692448,10.6243064832,-8.6920749456,11.9330493178,-9.2114849447,11.1525162372,-9.8616035225,10.042726234,-10.6844942259,8.1387197508,-10.7128853623,6.4104238367,-10.7382083565,6.5829572074,-10.336644269,7.160822051,-9.8893336548,7.4452179836,-9.66428131,7.5597788399,-9.5472647981,7.8318273116,-9.6576571388,7.108647055,-9.711596843,6.69247252,-9.9054616672,6.2040541622,-9.3720435233,7.4206625498,-8.8086353168,8.2950470193,-9.1020893152,8.4781240788,-9.8456672782,7.0263601332,-9.5872996297,7.0912561755,-9.0478946765,7.0914177936,-9.2234813982,7.443264775,-11.0900085121,7.2634223748,-14.5312131765,8.4454167684,-14.5849517265,8.4139075225,1
85,-6.5618125133,8.3573304737,0.0001615879,0.1902051096,10.3311281429,111.6702060638,-0.0002153808,5.762813121,-7.5300910692,124.3610778184,-0.0027657622,7.0394399376,24.1131259791,128.5179616796,0.0026414107,6.3890749625,-15.8239496533,156.1740505551,0.0004963651,7.5127455964,11.8167428868,369.0574026276,0.0013997158,14.1199512725,-31.5277266798,195.3381789343,-0.0039474577,10.4957441535,-2.136941486,210.3419433498,-0.000486825,11.016571398,-19.8250033391,151.5692094017,-0.0035315603,10.2781684816,-2.7278571288,176.1729059945,0.0022545391,9.5651591963,-15.5237433489,167.2868682899,0.000014352,9.196133845,6.3713179398,123.3997273815,-0.0044157267,8.1496201121,-0.728407207,114.9415678443,-0.0003194646,6.4633204038,-12.0644260084,4.0691781666,-9.5357717083,9.0592860165,-9.5094212578,11.9088362845,-9.3158061183,13.2801244987,-9.7286106784,15.4739540069,-10.7027211432,13.4887645612,-11.8990610017,9.642821894,-11.9627644409,7.7461626937,-11.8383216422,7.5269343585,-11.6337716647,7.040286887,-11.3332353351,7.1422528697,-11.4370761711,6.9199355405,-11.1892466622,7.4391105733,-10.6269793825,8.5584663932,-10.5516387276,9.4363781981,-11.329898505,7.6257364636,-11.6931096684,6.0494471774,-10.7846232024,7.5878068236,-10.4699895452,7.7062990128,-10.6349215689,7.681383909,-11.4733902454,5.9686500952,-11.1881500372,5.600400387,-10.8434068481,6.9599297286,-12.9101321444,6.8003401704,-16.1408001529,9.1315903255,-16.1289320636,9.4726595564,1
86,-6.1499469126,6.6552741388,-0.001673101,0.1995283803,9.4732732699,149.5641989738,0.0014764031,6.930096044,-9.2155610408,133.6747255039,0.0067003917,7.385430166,22.9151734172,137.6146788431,0.0055149797,6.8025662142,-15.2115366521,164.4475740174,0.0038767131,8.3297476871,11.0851559763,351.5931149616,0.0035631695,16.0050525425,-34.5336712327,159.8175646952,-0.0027709358,10.7193816186,-2.2206944105,162.2963008228,0.0064631901,10.7115533866,-19.7013931065,144.247303125,-0.0040837655,9.2766347989,-1.1203147487,186.8536377309,0.0012155752,10.3571776743,-16.5466524703,166.9619720955,-0.0029545051,9.7125252006,4.8801520411,132.0777874296,-0.0071664436,9.4379256952,0.6591464236,98.2120646304,-0.0041138677,7.4665331627,-12.0373546549,4.1540123113,-9.4217362428,8.9145824454,-9.282166899,11.0191905757,-9.073111294,12.0815860247,-9.4115754143,12.4810998976,-10.2749348467,11.2452629267,-11.5243914754,8.2252533456,-11.6572678726,6.6912132327,-11.4546203053,6.456679841,-11.294437488,5.6179331087,-10.9748666398,5.0122264053,-10.7947070025,4.75834043,-10.4869212429,5.324383377,-10.0812794251,6.2452297214,-10.015323172,7.232707447,-10.9534653845,5.6608163013,-11.2443510403,4.8313447436,-10.3946757264,5.9292363526,-10.0818051414,6.1621182742,-10.3335099489,6.097553747,-11.1654764127,4.8866938756,-10.6792280562,4.8723026132,-10.2350801081,6.3465202305,-12.560188949,5.7917007144,-15.7397499218,7.7514260748,-15.7223760614,8.0715232021,1
87,-5.4968151572,6.3281933529,0.0002418522,0.1169077271,13.1966277293,112.343399092,0.0005063245,4.3052251445,-4.6011715454,95.7967069261,-0.0035038945,5.4123206575,19.4875018232,182.148343579,0.0029936276,6.6014393313,-10.27777981,139.4395847461,0.0012487338,6.6520543565,13.5118523324,210.5588718265,-0.0007791958,9.6262255568,-31.625520215,164.3156877015,-0.0039429049,9.7385204574,4.2881774393,179.7874946873,0.003116378,10.0922959777,-24.618740059,101.6009800278,-0.0008643354,7.6832431906,-1.8355811428,186.8711191429,0.0029211294,9.4176742106,-6.3576425264,135.4814663023,0.0005834455,8.2417701368,0.9132530768,84.4145945157,0.0026810242,6.2424294347,0.6189612828,74.9799418392,-0.0015024142,5.2599939724,-10.3276412537,3.3621671162,-7.8574583309,8.6337898026,-8.3891722433,9.7373327674,-7.9728567315,11.5098092504,-8.5068410478,11.9029684639,-9.5997718025,10.1783875092,-10.4921286268,9.0012820557,-10.8232833618,6.4420218455,-10.6659664704,6.681246279,-10.2058508164,6.8828529494,-9.9481139064,6.5521594848,-10.2358713495,5.5754391462,-10.2743942371,5.2606479058,-9.8607443822,5.7745920911,-9.6617258209,5.7711717981,-10.4325814005,3.2723385592,-10.6668102755,2.779610299,-10.4119433071,3.1543269667,-10.6894526704,2.108475903,-10.7168873958,1.8358601388,-10.3537263783,2.7914296485,-9.9204752954,2.8090530896,-10.0191170735,3.0449519422,-11.701256849,3.3963396267,-14.9486068231,6.5270885519,-14.9266452237,7.303205621,1
88,-4.2277685312,6.1364333857,-7.34121543856268E-06,0.2475253531,8.9182899816,192.3385309392,-0.0018796498,10.4017937692,-7.1236404163,147.1412499194,-0.0088289825,9.516304657,15.6185281852,309.0772123985,0.0027137676,14.5941364993,-19.8365892502,172.9852400323,-0.0083150109,11.205586897,2.6075796172,371.0876648345,-0.0005461888,19.0869441238,-36.9629344789,256.1481522661,-0.0079926254,17.3655062581,5.9930881068,194.3390976111,-0.0006540246,14.1391430044,-19.9021793387,220.6172920968,-0.0001373901,14.1380387209,-2.3023985157,226.5183255782,0.0012193065,16.0612505712,-6.0014921799,159.1085398153,0.0014642539,11.2121017858,1.1088201141,127.2621979954,-0.0051571172,10.8591372494,-6.4247951772,106.0420589328,-0.0046507196,7.4552188622,-10.4167223035,3.2994099336,-9.5187152627,4.9708007492,-7.116114953,10.2224402751,-7.8495337454,9.3690675344,-7.5964898919,11.3034131841,-8.0599020129,10.5515547905,-8.6307302327,10.7685628278,-9.6828977506,8.3225738254,-9.9568582358,7.5221887453,-9.5325919019,7.7098063514,-9.499619131,7.0410967059,-9.6646134894,6.3770474706,-9.2759823148,6.691424114,-8.9436847868,7.0428979723,-8.5727756643,7.0886241166,-8.6842588055,6.5902841762,-9.6791906516,4.7743279384,-9.5218125213,4.7089320412,-9.1801040674,5.1409837931,-9.2907597068,5.5244233243,-8.9371190511,6.6570574869,-8.8555319477,6.3562092539,-8.7878663754,7.1106444362,-10.3349041702,7.3205926354,-13.6455387239,7.4386457837,-13.6683747836,7.5045805753,1
89,-5.2440634225,5.8261757243,0.0001511565,0.3160748714,5.1233602692,250.4554319252,0.0004603787,13.4923144572,-11.774503256,140.4529100348,-0.0008058407,10.0333266008,19.6704395649,191.435914004,0.0023754161,10.6167475577,-25.0851766204,105.4786653693,0.0014255845,8.5916982239,4.7324520357,418.3041484922,-0.0032642983,23.3121963725,-29.5926558905,236.7541703251,-0.0060519278,15.7157124275,-2.0093867616,274.1351066621,-0.0035704055,17.1900337059,-19.8872170012,203.5643832038,0.0007317925,14.4130674041,5.949446468,219.247579275,-0.0034180766,15.110367075,-6.0968293215,139.5549153062,0.000927701,10.4164854492,10.2490189514,147.8175946766,0.0029643381,11.6754910435,0.9714190051,90.3980030858,0.0018442989,7.079149029,-11.7495556905,3.0490403782,-10.5170654202,6.7033206023,-9.5714804578,9.9083827309,-9.0894711269,10.9992894137,-8.6846695236,11.5639678319,-8.8442814059,11.2689311104,-10.3590849296,8.3847700961,-11.0795357392,6.7309253683,-10.5941915839,7.0733961732,-10.1137166969,7.6671757422,-10.3025333417,6.7339557152,-10.5198641704,5.630409692,-9.8853406079,6.3402674728,-9.7107497346,6.686083202,-9.9526937672,6.7873380424,-9.3594780661,7.826256563,-9.6188311343,7.3034968549,-9.3469936208,6.93223573,-8.8975449137,7.4260325788,-9.072116943,6.6981111592,-9.8098655246,6.484651506,-9.9141694121,6.7381148321,-9.5065329899,8.025527007,-11.1789453011,8.1264663112,-14.6076629755,7.5615592732,-14.7019115345,7.3781744715,1
90,-5.1387503452,5.1124491331,-0.0005298071,0.375266623,6.2353663946,258.5622804385,0.0005946594,16.134259113,-11.6366008274,175.3786568041,0.0019073377,12.9366145383,23.4136493528,221.0308115377,-0.0020852258,12.1463574283,-22.4346984993,146.9451605318,0.003851363,11.0222352187,-0.1310605589,402.2255335727,-0.002418572,27.067683894,-27.7440266715,238.2460243737,0.0001831238,15.7135389286,-4.3509811036,294.01892923,0.0029820676,18.8841423633,-15.8572686275,193.5978149296,0.0030349022,12.9912358321,-8.3964639566,205.8627097334,-0.0055275402,13.9920806911,-8.0911043567,147.1874016934,0.0033333125,10.5357576404,1.9520561079,152.6310841577,0.0044749268,13.2601111426,-8.5970710957,95.1011658437,-0.0003739553,7.7672784231,-11.7284210316,3.7620078501,-10.9116026294,5.4079943165,-8.3059162683,10.6307871784,-8.817859996,9.4429452952,-9.0461585776,9.2547751187,-9.5391836724,8.5046802254,-10.2685918994,8.5099857179,-10.756821042,7.2668911929,-11.043107087,6.7412583304,-10.7158863917,7.234615914,-10.5882723575,6.6177132792,-10.6456470663,6.0434821429,-10.3047247054,5.7657976033,-9.6934648145,6.0873049413,-9.3227728947,5.7720761931,-9.2575084821,5.9220396762,-9.5377671786,5.8699283469,-9.6543537215,5.4974786625,-9.126625365,6.2914957376,-9.0463738645,6.6684155816,-9.4950182937,7.0936503728,-10.5222106546,6.6955459685,-10.5540502661,7.1457582287,-11.8181125347,6.8463152654,-14.4988592655,6.5811669649,-14.5464077023,6.3182682727,1
91,-5.2337137309,9.5321869922,0.0001234167,0.2852259782,8.0957859002,173.4337261307,-0.0003431796,8.3111039854,-8.5947303379,153.6191939035,-0.0012160846,10.0212255713,18.4513081801,218.580792929,-0.0002391863,10.9414665853,-18.3568525112,145.678463621,-0.0018840675,10.7703368366,9.3293354259,275.6790787634,-0.0008215327,14.1172232182,-41.7031258017,277.813823967,-0.0009597018,16.8523020989,5.1371075256,204.5449800563,0.0012518227,12.8373458474,-18.1820165931,156.2695734992,0.0020096588,12.1280628206,-11.9675025356,300.1828169236,-0.0016509892,15.3268078773,-6.5010995107,105.4377023916,-0.0013488926,8.8274682102,3.9438490232,112.7059949524,-0.0011994242,9.9601797106,-0.979715573,108.097310386,0.002787787,7.9612673643,-11.3309214722,4.6037497926,-9.8618492724,9.5354226517,-8.6642848298,12.6985003962,-8.130381879,14.2609813812,-8.4644747453,14.8587516254,-9.4408491554,11.7485880255,-10.4667221803,9.7123219374,-10.5714136396,10.0254683114,-10.4982094711,9.8511171738,-10.3985352897,9.3805476381,-10.4984851435,8.4804478579,-10.3628454637,8.5737647194,-9.6595650261,9.4306504224,-9.3695285983,10.0779647127,-9.201279314,10.2286577602,-9.5658528649,8.8785536904,-10.4667213218,6.4635170223,-10.8120046796,5.983302012,-10.0544896149,7.3303785918,-9.2877474848,9.4933296904,-9.3229979281,10.2036678636,-9.4044588636,9.5351098084,-9.5556986844,8.817746834,-11.4774293748,8.3773041574,-14.6935229862,10.8754622603,-14.7318909582,10.9892970226,1
92,-5.8893399261,8.4422629164,0.0011197638,0.2059103137,7.7388802034,217.4556024117,0.002759365,9.2060016314,-8.2232901131,142.0379954985,-0.001776065,8.3845002645,21.986234965,199.5079319013,0.0018609655,9.5425466575,-12.2705672422,207.5180827748,0.0031872307,9.8670123363,11.8624576841,304.3413660813,-0.0013827222,14.7315762799,-36.6165052212,237.7985701291,-0.002955191,16.0258492381,1.3199033613,200.0920021605,-0.0013138987,12.1748089417,-19.5597796628,157.669417358,0.0005094852,9.7734439189,0.9749680918,243.4800389023,0.0028858688,13.425000828,-12.6950705588,139.1509160319,0.001134774,9.3719228649,-1.4264169194,106.2536478628,-0.000299466,8.3246669288,-2.3489695555,99.0332818238,0.0015134593,6.9146197489,-11.8967368403,5.6633986723,-9.4134916191,8.8956700747,-9.2989881612,12.4435720805,-9.1493500902,14.9409469785,-9.6965821211,14.2788612666,-10.4590140455,12.0727454186,-11.2138988903,10.3267877551,-11.7108892591,7.7469503306,-11.7918060638,7.4622050522,-11.3665432492,8.1279735933,-10.8969117924,8.3326504871,-10.5365417993,8.4591449529,-10.1944829109,9.0684096929,-10.151936114,8.6788186583,-9.8957219451,9.4958310019,-10.6401896868,7.912708841,-11.0786747258,6.6093535558,-10.3988452025,8.3187690674,-10.3714173988,8.3307273996,-10.569230066,7.5094385607,-10.5505425099,7.0102446121,-10.1608275262,7.0285486393,-10.1183951673,7.6610917181,-11.9802902524,7.2488292348,-15.3195806569,9.3157392639,-15.3723517358,9.6354029323,1
93,-7.0871171533,8.9050802375,-0.0003858928,0.1572556271,8.6268028897,138.9513551932,-0.0033666827,6.3438043558,-5.7862989344,119.0743892281,-0.0016395386,6.9655648119,25.4812712235,127.5383220885,-0.0048096756,6.9750232808,-13.8274422879,139.3845550537,-0.0015669147,7.1744215563,13.1274590599,379.2769775711,0.0048752923,13.7168720697,-33.736335356,216.6357743367,0.0038393941,10.9929469642,3.7863147517,196.0505777878,0.0021974127,9.8491759201,-20.0972017306,128.3959553937,0.0010432876,8.6370311031,-0.8187257073,167.5605653617,0.0022775718,9.9194259235,-9.4756831429,127.6858357591,0.0035492568,8.0283811055,3.5895589969,106.0852441127,0.0047182346,7.2315121936,-5.2199868069,112.3520302926,0.0018382431,6.1399141573,-12.3252641054,4.3617193001,-10.065394156,9.1675868465,-10.1965676764,12.1832848856,-10.0969193566,13.9770100351,-10.6727213759,17.3336912426,-11.3280849295,14.6597992646,-12.4507423218,11.3488495017,-12.8346205655,7.8549219847,-12.803816291,7.1080100401,-12.4754480764,6.8157254384,-12.0815520686,7.1842838847,-11.9770730177,7.2256977693,-11.8205024532,7.4799252231,-11.4319750943,7.8254039152,-11.0281579243,9.2110184044,-11.5032202644,7.8053579039,-12.0693056348,5.8890187962,-11.6167140487,6.5188065703,-11.4055536757,6.3449828165,-11.1698805424,7.3031813856,-11.4887590543,6.5713268854,-11.415985526,5.6678679743,-11.1611988517,6.7124999825,-12.9842961228,7.2645112748,-16.5475783417,9.5971109571,-16.6212189074,9.8699165637,1
94,-6.1888971127,9.1188966146,-6.29301921346845E-05,0.1544558486,9.4122328948,172.9317158756,-0.0008202185,8.1088614972,-7.1573808269,110.4178445773,-0.001646541,6.2456199106,21.701948004,156.605473599,0.0012178632,8.4085681759,-12.3571440065,201.3130200546,0.0004816323,9.629811362,18.7966176061,177.4870271045,-0.0007111178,9.2054874824,-28.4135602533,190.2239651759,-0.0014014949,11.1510858376,8.0354928017,193.7310277366,-0.0011638294,11.6618972804,-26.2095797833,126.9150535698,-0.0026332784,9.1999335871,-1.9324713822,259.7570151013,-0.0019176669,10.7270846192,-6.64214333,161.7919472349,-0.004122049,9.1986953164,-4.9855403946,108.3181221295,-0.0027257368,7.4628628219,1.0595219997,75.3528018358,-0.0004720926,5.3584743227,-10.8934192693,6.1497055835,-9.4133202561,8.665005838,-9.21314785,11.8829987203,-9.090443009,13.8545929515,-9.9501706267,14.3871536491,-10.996901021,9.9696437082,-11.5408913469,9.2409070594,-11.1836818942,9.8148157801,-11.2753275994,9.1250905881,-10.9634466852,8.5023918609,-10.5863688548,9.0362506613,-10.6464305849,8.7194686847,-10.882609944,8.4888549479,-10.4880562666,10.1489006668,-10.4690550755,9.5364799172,-10.6538219572,8.49177802,-10.5588942164,8.4041597747,-10.7590323101,8.1361476739,-11.0425548956,7.5656962743,-10.8523871963,7.4106460166,-10.2638151504,8.1850428566,-10.1271204933,7.8152709346,-10.2441934173,8.1429029536,-12.1626807322,7.7102569594,-15.587883907,10.0304149773,-15.6571189184,10.2509540684,1
95,-4.9873168462,7.3561511376,-9.45513824753566E-05,0.2158893941,4.4011109247,229.0022713242,-0.001055465,9.1297243598,-3.4038385025,158.6020830367,0.0014591563,8.3502653924,23.9577665708,140.2093143713,-5.32487815734282E-05,8.3018346569,-18.6763144934,165.987506549,0.001434952,8.810618221,19.0965345042,177.0261720121,0.0028639926,9.8123932745,-33.5540660562,191.1485900317,0.0030907021,11.0135475962,3.7055345334,207.8620227298,-0.0017309172,11.5419268818,-25.1095925934,153.2634568306,-0.0005341519,9.0331914312,-7.9466955864,347.8921800724,-0.0003785595,13.6825117247,-6.6970850542,171.665712815,0.0011136193,9.7229537779,-1.4631159547,110.8033013301,0.0016500349,8.4512957727,-3.6159186674,88.7135475335,0.0006461534,6.1291339537,-10.9157252062,4.5446942361,-8.744951505,7.8439596525,-8.5718085363,11.1947108707,-8.1419715286,13.9134994632,-9.1636954078,10.2819092892,-10.2511053127,7.6344937287,-10.8571643794,6.7545485605,-10.9946914998,5.73746506,-10.8553381027,5.6085599279,-10.4141836804,5.60622489,-10.3112104359,5.4037674586,-10.3171827016,5.2323720401,-10.3206838084,5.0151972608,-10.1472161224,5.4087737338,-9.5322577863,6.6245866982,-9.7430116487,6.2577888263,-9.9620583095,6.7565435139,-9.9623149886,7.5298094977,-9.2303708586,8.499501967,-8.9457496895,8.2497666964,-8.5824895268,8.3925556301,-8.3901960037,8.4167824463,-8.9381000698,8.3448628774,-10.6960630107,7.7293716382,-14.2392567244,8.8810779356,-14.3326686298,8.9218771793,1
96,-5.9980897645,5.5656039912,3.7440250585125E-05,0.1246154728,11.8322204813,155.7038106461,-0.00004727,6.912078213,-6.6684404263,95.5987117602,-0.0024208781,5.209368954,22.6702748666,140.6761500854,0.0017117149,6.7213307552,-15.8053583634,141.7423201469,5.7095719207924E-05,7.3419371934,11.3264563424,257.8847459726,-0.0018146024,11.5866567235,-25.2785828013,127.5053635755,-0.0032439421,8.3205677472,2.5173480863,242.3210683652,-0.0005744049,10.8830127211,-19.3315544298,113.8038645634,-0.0013443763,7.8104880784,6.1666742858,133.2721637223,-0.0006350139,8.8858970916,-9.9702970735,143.5581245757,-0.0003569431,8.427480953,2.6838364323,84.0870393087,-0.0023735443,6.5804150991,5.8540346549,103.2220345103,-0.0011292558,6.5714091278,-10.6789279817,3.7980820731,-8.8192628762,6.9790261317,-9.3483627443,6.8530849937,-8.8681683894,9.9558497372,-9.1067076845,9.4462896765,-9.9483968983,7.4089980496,-10.7928821099,6.0149674874,-11.1477484856,5.1979088777,-11.1285443418,5.2942695713,-10.9424189711,5.3314862569,-10.6626347687,5.2290031332,-10.7832768201,4.4399510872,-10.8872830514,4.3885163593,-10.2948190454,5.9762501996,-10.2007024487,6.2923521836,-11.1252568255,4.3327195126,-10.6743780656,6.0837561555,-9.9110231717,7.2843543383,-10.1687299676,6.469839597,-10.944180394,4.8151205615,-11.0140454294,4.6291665476,-10.4528013827,4.8121584213,-10.504440896,5.0480522058,-12.4599945475,4.6834063965,-15.5252679055,6.4036554803,-15.5069520221,6.6302926145,1
97,-5.8435748152,6.8870165665,4.68729329337466E-05,0.2054630752,7.436656925,152.8984271585,0.0016163664,7.3943179192,-7.4185145655,152.2503845105,-0.0026972467,8.1506308532,26.953814005,128.0349358985,0.0054357039,6.8052389143,-19.4167863417,171.8798014568,-0.0010351687,7.6359852866,12.540145016,334.8740725588,-0.0028767743,14.9347807618,-26.3081429807,203.3563777349,-0.0033813509,10.638829863,-4.5909212169,269.3875219891,0.000530151,13.171006854,-22.7076429928,196.0587528872,0.0001818608,11.1447183731,0.8281516206,195.5071185698,2.56426693164353E-05,10.9618823942,-17.4363054953,187.3732676049,-0.0060781482,10.30713209,3.292565543,125.2714604255,-0.0049042045,8.2511731188,2.0221943901,110.4646600675,0.0038305351,7.2312833279,-11.654394118,3.7642062291,-9.1485337553,9.2212438467,-9.1754944471,11.9325878424,-8.9167829436,13.5419988151,-9.3290341497,14.8367291816,-10.5221121039,12.1018354344,-11.558674045,8.383120138,-11.4110228043,7.1438943293,-11.3515880237,6.7646722866,-11.1203074132,6.4720628085,-10.9002497563,5.9549647648,-11.0122735876,5.2903461639,-10.6798278618,5.8352696157,-10.3385911634,6.4227372078,-10.3417294114,7.0201073736,-10.7534074998,5.6351119653,-10.3322360325,6.1980524059,-9.3743874161,7.7545098202,-9.4599821498,7.2864489796,-9.6843616627,6.8713187969,-10.4295702878,6.4490016994,-10.4335159591,5.7188690967,-10.0780186023,6.5884920135,-11.9856673406,6.7991260195,-15.3907532562,7.9468299313,-15.4187584632,8.1224494816,1
98,-5.2479681936,9.1477880494,0.0008062407,0.1917209567,8.6194762656,191.5330394932,-0.000756105,9.4854440031,-9.0674258877,110.8314904442,0.0022284202,6.332595158,19.6357644033,159.0119454267,-0.0026931147,9.8659776049,-10.8848984704,199.4838162114,0.0025376621,10.8601231473,17.4558246088,158.7307777993,-0.0062352062,10.2568764294,-30.3325414889,217.2813840279,-0.0034929106,13.8585152094,5.147512306,188.382335257,-0.0056552708,13.2290202121,-30.341541754,206.6431237871,0.0077795958,11.6336496514,5.4885579502,175.4946831654,0.0096277178,10.5033761088,-9.4303473735,147.2900453864,0.0004570806,9.9723295311,-3.3676281593,137.1034245207,0.0065305184,8.7135275627,0.1535497289,88.1590262233,0.0019765813,6.3053060371,-10.3185124864,6.3894697742,-8.836395283,8.7714938354,-8.4288938334,12.1463140812,-8.1838531144,13.5767611891,-8.9429048451,13.1216305484,-10.1122889365,8.7499344031,-10.4806932428,8.0182276128,-10.3350812437,8.3722840346,-10.6617286539,7.1616936348,-9.8960102897,7.427699455,-9.1231877367,9.0150009612,-9.4145757287,8.4936845561,-9.7624074496,7.5772877664,-9.2962616549,10.0295832322,-9.4743278205,9.5284755476,-9.8537505799,7.9030217149,-9.4706891295,9.1293762092,-9.4913943268,9.5487358315,-10.0598130901,9.0511025983,-10.1148516128,8.4226107443,-9.7056729207,8.4601414428,-9.365239606,8.8887056127,-8.9364788855,10.5487511385,-10.8055593431,10.4996439607,-14.6479087592,10.7679202541,-14.736010349,10.6597441158,1
99,-4.8929505759,9.6505227949,0.0003039942,0.2124976969,4.6178052376,234.0082639,-0.0036874973,9.362477748,-1.2491791992,144.4932830671,0.0001023066,6.414110515,24.3720856413,128.712531305,0.001449137,7.3167214573,-14.949827726,148.3023831478,0.0045776075,8.6322586797,18.0853598774,203.2977661417,-0.0001432285,9.3054861442,-33.3291402491,217.1431443967,0.0052191239,10.835166715,6.3253739919,205.45695294,-0.0076382423,11.8397304841,-29.1138417846,205.865834229,-0.0014220449,10.5843576089,-4.4156779878,312.3670044464,0.0035031801,12.0936920112,-12.9835925603,137.6156674774,0.0077812932,9.5813745907,-2.1363493932,133.8796656207,-0.0002834515,8.7246005641,-2.3225387298,77.788299034,-0.0121932554,6.1591573416,-10.640355018,5.0474777718,-8.349286044,8.9828821864,-8.2828697266,13.6380475328,-7.9545658241,17.0454658956,-9.0767624496,12.60938008,-10.4473165692,8.3311687473,-11.0297655206,7.9392684311,-10.8464681863,7.566731935,-10.8738034166,6.8828111581,-10.6242847886,6.7976797825,-10.500104551,6.4333358989,-10.2932169517,6.6743431599,-10.2065740413,6.9307997811,-10.1854145175,7.0894086917,-9.5203856381,8.8522364372,-9.6777893026,8.4981070646,-9.9925980842,8.0940147949,-9.838421699,8.8951576148,-9.2860915898,9.7407993709,-9.2437559551,9.2509201278,-9.0858917233,8.6449183357,-8.4095518467,9.6367633179,-8.3999884059,10.396689449,-10.2638502196,9.4349002564,-14.1173988593,11.175082103,-14.2137425401,10.8971617648,1
100,-5.5059449112,4.1850720089,-0.0005748042,0.108996715,14.284967799,147.3264647806,0.0023360589,6.9359462971,-10.0974358124,82.4634035301,0.0055826147,4.2582162545,20.3599585162,155.2950340228,-0.0104446205,6.2996838991,-14.499560031,169.1731521348,0.0021826109,8.6719537287,7.4513494153,208.0516755857,0.0033735647,11.5462671429,-23.8143036057,134.7066446742,0.0215269409,8.8789312619,1.9155139042,211.1836931338,0.0014714274,11.9699333903,-19.2663105341,124.8247415395,-0.0073106394,7.90622207,7.9150478863,134.452232656,-0.0047250798,9.5855703244,-8.146567155,179.1328274167,0.0029492495,7.9071330884,-0.2798497583,100.3318206777,0.002829881,6.744436384,8.0819066752,108.7130693695,0.0027555559,6.5756837681,-10.1613853109,3.2795786717,-8.5553073063,6.2816504948,-8.8084088084,5.6393248955,-8.3000012119,7.9533710932,-8.3831358656,6.8360931534,-9.1977028509,5.5785341086,-9.9220378531,4.0824627301,-10.2753859225,3.6505243104,-10.4339369244,3.7657199456,-10.1559158649,4.0271337023,-9.8736000517,3.7020388917,-9.9311369205,2.9957800156,-10.0784964823,3.4157121862,-9.6189033598,5.4515319607,-9.5607286646,4.9079190205,-10.4815086073,2.9606352528,-9.9319029692,5.0616441891,-9.4783439352,6.2632713026,-9.8424796657,6.0764118884,-11.042932322,4.824862203,-11.0419667195,4.0743435954,-10.2588152428,4.728924585,-10.4662406727,4.8397099926,-12.5239406328,4.0904683176,-15.2077776848,5.7865547792,-15.0979774642,5.5170114975,1
