-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
242,-8.211153018,15.9057808872,0.0002891167,0.2532868768,2.9899716956,276.5387647851,0.0015917356,9.7971077041,-20.9202267885,128.1401777243,0.0035429162,8.0836419735,20.1837850941,197.2039631914,0.0007416194,8.1776026312,-18.0453288804,199.4441613128,0.0023819263,9.3082382149,8.4960575777,492.3219397323,0.00028892,15.3241659406,-21.7596512081,172.5331374783,0.0010380243,10.1943842754,6.2485363322,360.3344586957,0.0009083898,13.2961618005,-11.7796272716,167.6476344029,0.0014616001,9.3792462352,3.9472145724,245.4170508093,0.0013125414,12.2048790162,-10.0976336792,199.4599043862,-3.5916415552745E-05,9.6555116761,9.3047669308,142.5452704704,0.0015051906,8.4581110511,-1.2111972358,109.8421852193,0.0003552874,6.2925003937,-14.5460191726,10.2476016694,-13.731930607,17.9661354959,-13.4190953957,25.4523204322,-13.0066502856,26.6904527133,-12.77936948,26.1213858306,-13.167644695,25.4112083295,-13.238482354,22.2698081412,-13.286396845,19.8875165999,-13.4315188576,19.1626990615,-12.9792490972,18.3716390477,-12.5761885297,17.6712043201,-12.6809704675,16.5920351931,-12.5741086106,16.1691205566,-11.5608062942,18.5710319823,-11.3066244926,18.5421858458,-12.2535231951,13.7544514532,-12.127801299,14.0519983796,-11.8100843005,14.8419584146,-11.5947385797,14.3234970043,-12.0484429525,11.7959129231,-12.8422928217,7.865757729,-13.010191379,6.7347180315,-12.8237136868,7.5542116379,-14.3779709621,8.3462523905,-17.6216203184,14.1578399864,-17.7158750922,15.0320797681,3
243,-5.4784709982,8.3362752165,0.0005368227,0.1722470595,2.2014544605,198.1137355263,9.65902727446374E-05,8.087215345,-22.8991187356,163.4192004263,0.000452595,8.9750809017,20.6621140188,304.0548207952,0.0028416195,10.3985112057,-17.8028011564,126.4713310342,-0.0004493465,8.474837713,5.8098795478,352.6209370588,0.0014827431,14.435828704,-29.5238541832,169.3739529136,0.0006175977,10.4309107928,-6.1030861938,451.1987089405,0.0017566589,17.8641078163,-14.0369114771,197.5461485556,-0.000691171,13.3292651968,-2.6277968819,254.986467294,0.0002429848,11.686760797,-10.4513967116,123.7194236818,0.0017609373,8.6646849898,-1.0807137272,110.0538656825,0.0012753668,7.9029508674,-8.0457746132,105.8037810161,-0.000842957,6.492336146,-12.9317910925,6.6494833371,-12.2454701867,10.5034073176,-9.6718860246,19.3062959609,-10.1087935673,19.7973298062,-10.3002311771,17.0647958009,-10.6172539414,15.9370419127,-10.9629929117,15.4748712299,-11.0030160502,13.3179112218,-11.3577942904,11.746481371,-10.7546953841,12.9411401662,-9.9311815487,13.8813022912,-9.5481294817,14.2705683592,-9.3236984107,12.5647970859,-9.4026278006,11.1365367752,-8.7798301621,11.5208056666,-9.0877990706,10.4349617914,-9.8326859522,8.0603348663,-9.4115840511,7.9952840048,-8.8329564909,9.1619103489,-9.2952985957,7.7775388919,-10.1365065536,5.3261032605,-10.2924694165,4.7029293464,-10.6869740838,4.6513030201,-12.2762108317,5.0896335107,-14.9915129517,8.8961966401,-14.9873184672,9.2201309884,3
244,-6.4765771186,7.5559689424,0.0002401491,0.1502864529,2.8857651361,207.911143059,-0.0002028839,9.0304725209,-20.3730406913,158.6955992573,-0.0010628825,9.2776999712,22.0934625041,160.1655695346,0.0042678975,7.5415267932,-20.514369628,164.014303448,-0.0003973991,8.7164175933,6.6229201389,459.9857726658,0.0053130472,17.0474424633,-26.3519859272,220.4476396146,0.0007581928,11.9978283479,1.8133339328,326.0857390562,0.0044464199,12.1462351405,-12.5552422239,149.4748440732,-0.0006932175,10.540300907,-5.569424693,302.272022593,0.0017416209,11.6377855014,-10.5293303165,106.1535383334,0.0016821054,7.2330068853,-1.8857305209,106.8889654463,0.0035467773,8.2417993862,-5.6498599435,114.8021919636,0.0019781195,5.9034658319,-13.5686351055,5.115491487,-12.1966561791,9.9273613422,-10.659332609,17.9529386126,-11.1324014886,17.0167971665,-11.1000382774,16.7769107584,-11.4172270105,15.2013755791,-11.601447631,14.5140445929,-11.6383738863,12.5537248957,-11.8518717092,10.8939116784,-11.5162429209,10.9374169872,-11.3398088208,10.081764485,-11.0389732957,9.5888217526,-10.525802521,9.5340128334,-10.2560688368,9.2909489224,-9.773349987,9.9363056404,-10.147412947,8.4202821966,-10.4824271959,6.88560255,-10.0696776872,7.387032612,-10.2652244574,6.9084976014,-10.0103871666,7.8144557943,-10.4306509098,6.1164089724,-11.2450085612,4.674246613,-11.4207796344,4.739540549,-13.070963477,4.7948843724,-15.9297100067,8.144818551,-15.961298214,8.5535856251,3
245,-4.1776963654,10.2275040928,0.0007119293,0.211030007,0.0074578133,188.2662124234,0.0017024771,8.472502317,-19.7124823932,137.5477151408,-0.0010517417,7.626070421,23.769031562,169.5758180572,0.0065731796,7.3277049139,-15.2742014988,162.3015847582,-0.0015671891,9.2166389106,12.6244004056,397.636251703,0.0063896438,16.4491563524,-22.1027096639,186.6312684223,0.0001088252,10.8162449261,6.5592302843,280.3408130142,0.003312607,12.7492625001,-26.7062047238,223.6379328533,-0.0014995289,12.319465002,1.2126077293,236.2371054845,0.0038540536,12.4780652316,-7.4299231741,154.6150872397,0.0032994227,8.5897916983,3.3187316135,110.1527058169,0.0023022406,7.1832443862,-2.3887315802,104.3050048811,0.000624718,6.2185530212,-10.8610764978,6.2219936254,-9.5971972226,12.9222799185,-8.9872333051,17.5116857569,-9.011612161,19.0080028277,-9.1807340176,18.1859234895,-9.805738811,14.2206753997,-10.2845801345,13.1389540955,-9.9254391028,12.8145076346,-9.5276184858,13.7002371556,-9.0262257813,14.0990475452,-8.5620069413,14.0063390192,-8.475654773,13.3326663908,-8.7944511953,11.0486148802,-8.2534569925,11.8674612613,-7.1986754896,13.8415061635,-7.5315017406,12.2904744389,-7.8299826838,10.9856019338,-7.4876611106,10.9628601895,-7.641984351,10.295139775,-8.2039603897,8.8591651186,-8.4213585719,8.9937982832,-8.3437186716,7.816511968,-8.106728457,8.1388980308,-10.0435228321,8.1156851918,-13.5321287398,11.0308904217,-13.6240821601,11.1017198741,3
246,-9.2258995555,9.5495708203,0.0001215527,0.1963146839,3.5947334367,226.3359240879,0.0017878821,8.1081752793,-21.1640848305,124.4485488107,0.0026558866,7.0359247074,19.5615772313,181.6322200421,0.0004131938,7.3733555429,-10.8873717593,204.6643701676,0.0029867631,9.2232179356,10.1197719229,431.7224289797,-0.0001014497,16.3200720296,-28.9538446053,265.6709629716,0.0019096426,12.7936194048,-0.3303401548,249.5158513522,0.000023457,12.0453208134,-25.8029737342,165.788192069,0.0005342705,11.4232950669,5.2086430587,217.3229900878,0.0002231726,10.5424962948,-5.1884172266,154.8890490712,0.0010515216,8.6784152313,2.2425996735,133.128495319,0.0008887905,8.1444909166,7.486321411,166.6905725632,0.0004529374,9.7292258416,-15.8321166583,8.0547805543,-14.5679219054,14.447436911,-14.0719869308,18.2642606191,-13.417375457,20.3773795945,-13.3122435102,18.9112172031,-14.377000322,15.9782497553,-15.057766169,13.025569411,-15.0724075636,12.0967962252,-14.6200375623,13.2629986606,-13.7096914161,13.8604149222,-13.0689508496,12.5952441774,-13.2043330931,11.0334826918,-13.0344849545,11.0736161069,-12.450754652,11.9078739548,-12.5992249297,11.068045992,-13.3687877297,8.5329850787,-12.6610719585,10.039475822,-12.6902437222,8.8843119545,-13.6392184921,5.6880339952,-13.8638731885,5.2618298215,-13.8505492085,5.1793131192,-13.631833777,4.6824791831,-13.7044370919,5.0374462259,-15.4455648755,5.4517388095,-18.6096488472,9.3381105983,-18.6936037954,9.832879095,3
247,-6.6258058713,6.1054069444,-0.0001387884,0.1670854702,-1.1669126235,206.1856322883,0.0002025831,8.3920979748,-15.4814406434,149.7190423464,0.0004819818,8.014346687,27.7598074658,157.0006789568,0.0001231528,6.9741749876,-13.1232187577,130.2126288275,-0.0010580602,7.5794429987,16.6513568834,400.3150269188,-0.0006533984,15.4515926923,-27.0967174356,180.366207,0.0003754836,9.5134273646,8.77650979,272.1846015354,0.0001044086,12.6114802602,-18.2343884042,161.1709890756,-0.0008014367,10.0522761232,4.1022494018,195.4601813083,0.0002626956,9.3851416283,-8.5934302694,109.3586048455,0.0004487499,7.3709932056,-1.9658059032,115.9717018237,0.000153491,7.6718375826,-3.2535902946,127.094728875,-0.0007580905,6.4564598979,-12.729992389,3.3724445589,-11.5494700212,8.9757445347,-11.1948271275,14.4579669521,-11.742880183,13.0827276455,-11.7594140667,12.5470254123,-12.4356640361,10.8570229152,-12.7746094615,9.0036118757,-12.6848542942,7.6737262936,-12.594924196,6.6384062143,-12.2372434441,6.5374846738,-11.6633977394,6.9048349466,-11.1339257704,7.6798954051,-10.646470486,7.5335165569,-10.6868265733,6.9042846596,-10.3332122328,7.1828870782,-9.9134431855,7.7385821542,-10.482193798,5.8378097638,-10.2521321877,6.0597905192,-10.1212822173,6.1627347227,-10.2750814735,5.9137558849,-10.258612378,6.176097522,-10.3928008064,6.0975557875,-10.3988442377,6.5226170551,-12.145504477,6.3785489733,-15.8713161718,7.998569606,-15.9893985358,7.8109399009,3
248,-9.9808369528,12.2308838683,7.09281355450236E-05,0.2222807391,-1.5976875452,270.0415282737,0.0040921747,10.8163530326,-22.0134484451,138.8777240425,0.0014013809,7.8123579174,22.6805410613,197.774281506,0.0037317082,8.8196427062,-18.2657679379,207.2672150147,0.0013966238,10.796989354,10.5202629363,518.1964593177,0.0013106054,18.2781695046,-20.2980718921,198.0857057851,-0.0005586868,10.5891967102,8.2244756998,298.7664607562,0.002597819,13.3572104275,-18.0486764692,145.7206812823,-0.000757374,10.2377610035,2.956601139,276.1935453492,0.0003726416,13.5085657551,-7.9816962835,132.6123369574,-0.0003894413,8.382688861,-2.6267266827,123.0803005981,-0.0003149253,7.6083215773,-6.8106165123,131.2385913963,-0.000597281,6.97632432,-17.2608922303,7.0052750661,-15.6418666671,16.8575344269,-15.5038372745,21.3117203275,-15.2553291562,21.3280290729,-15.6557544093,19.1760263068,-15.7578016563,18.4969645993,-15.3815655977,18.3075603534,-15.4911163498,16.1544708843,-15.6328912138,15.1174478223,-15.1540360646,14.448972194,-14.4898690045,14.7281342763,-14.3834275795,14.2274077292,-14.4651270891,13.0764795461,-13.9953531077,13.1822700494,-13.0889730987,15.0116936489,-13.4240115426,12.9610760676,-13.4390136047,12.1025056866,-13.2032437613,11.8628007843,-13.4358864718,10.380245028,-13.7713114766,8.6017861993,-14.0318733617,7.249146637,-14.2043920797,6.517089439,-14.3077277171,6.7448901715,-16.0143298401,6.5984691946,-19.2537279693,11.228254188,-19.3897958919,12.0359473872,3
249,-8.987229398,8.4369733184,0.0006004887,0.1838554661,0.2516212744,243.2168093496,0.0047179484,9.8391287541,-19.7845356246,167.2663320809,0.0014991795,8.5365758332,21.6112151515,209.0179204327,0.0030700673,8.5729495494,-23.6636829268,152.379017387,0.0031190688,8.8091658098,4.0992426108,496.2347934083,-0.0047490456,18.4689921618,-28.3973691344,216.9595757721,-0.0066617269,11.7036734462,4.386857342,283.8565943809,-0.0004406853,13.0886076712,-14.2664041288,169.4967106929,7.67141784659228E-05,9.9386196971,2.6109830597,188.7620157521,-0.0018340339,9.4655133238,-11.2384089349,113.0993664051,-0.0016849629,7.5967287975,-3.2506176678,102.8570776062,-0.0023921416,6.8005270888,-0.2555092399,100.4977084618,0.0003070448,6.2627894402,-16.3200440066,5.2294555167,-15.188443837,8.8388851914,-13.9190406632,16.1835311701,-13.6790446092,17.2641579075,-13.599215155,16.6985979962,-13.8211905256,15.5115262425,-14.11254895,13.9680380701,-14.2225991,12.4775922856,-14.381278762,10.9639238595,-14.4907924369,9.9515370505,-14.2252898902,9.2644610105,-13.6096391967,9.108835851,-12.9391731692,9.0043624336,-12.9339128298,8.4824482616,-12.7083694422,8.3981705753,-12.4157708153,8.7462096401,-12.7263795412,7.2332407672,-12.297007383,7.7582792398,-12.4806104142,7.5534651975,-12.6849545434,7.1334868642,-12.9004871439,6.8238723932,-13.2358814988,6.6359203212,-13.381209376,6.4993013512,-15.0937762725,6.0768135507,-18.2883796802,8.8771889622,-18.4013664735,9.1638542949,3
250,-8.1041949693,14.8679122711,-0.0001405965,0.2547844289,5.3251505542,233.2372829838,0.0009004524,9.2900125607,-17.5997101583,114.3499143384,-0.0001210955,7.5402958262,20.8048960004,187.5009785416,0.0045087871,7.6637071003,-22.183962416,188.3745794392,-0.0010314556,9.7596163789,5.5563505866,553.1129029213,0.0050474244,16.529046601,-18.5039884625,169.8121756716,-0.0012874368,9.7266268557,8.5334846421,337.7399540433,0.0010106818,13.4717237855,-16.6268477728,185.9682077152,-0.0048870372,9.693199097,2.5268963151,310.3184279441,0.0013897865,14.0857686054,-9.7586289954,180.3153662995,-0.0009651013,8.7534813859,6.3702301422,135.5106635256,0.0016526105,8.0960705519,-2.2728831079,100.1281215336,-0.0001401578,6.3866524142,-14.1354287819,6.8804611153,-13.1474101183,13.1034041297,-12.6217010698,22.4920897404,-12.3400822656,24.403952076,-12.326554668,24.43944237,-12.5820574327,24.4498789381,-12.6616785007,21.7112812587,-12.7504469395,19.3255459572,-12.9915253617,18.8896337811,-12.7485660602,17.5050571227,-12.6265947203,16.2582435502,-12.8327261267,14.7719977811,-13.0951999577,12.8699711871,-11.8958136698,15.5558929902,-11.3219516633,16.3934602182,-12.0719833887,13.1585417139,-11.7732257667,14.1757987879,-11.6207329622,14.2508875496,-11.4938754234,13.3377322179,-12.1084978712,10.7776622217,-12.7975921553,7.4620639072,-12.8100825187,6.7065928475,-12.6353150008,7.6761617719,-14.3330234548,8.1543797085,-17.5299946138,13.4467791664,-17.6138335561,14.1834866492,3
251,-7.09488788,5.1776497202,0.0005815062,0.1471737089,1.6767644295,191.1396664884,0.0009401863,6.8374035259,-15.1590853238,135.4952048146,-0.0044337039,7.5581270282,26.6371994774,151.451763345,0.0028773264,7.0149326571,-12.2619396418,120.4301152152,0.0018729335,7.0440556773,15.7310819868,405.0508859129,0.0032941042,14.0379920925,-27.4101592457,159.5999716325,-0.0018144885,9.7381399455,6.4391489498,267.0951000021,0.0008562454,11.5383576285,-18.6757058397,155.1735492179,-0.000186398,10.0692650106,5.4588691471,220.868032804,0.0035131448,10.4773078475,-8.0277940934,104.5148910541,0.000351094,7.4524297426,-2.9029361776,145.3868279615,-0.0015811782,8.1183570573,-1.2027624193,110.7090814363,0.0006990082,5.720075633,-12.8362648606,3.4513118003,-11.6627588747,10.0229854362,-11.3861968343,14.7197444222,-11.6733523151,14.3692524884,-11.7602924467,13.1131071544,-12.5147502445,11.7160224491,-12.9687526239,9.5099724252,-12.9493395324,8.2217187262,-12.7972516382,7.3250965562,-12.4705523786,6.7756367281,-11.9565632423,6.6495592872,-11.327003404,7.333439023,-10.8695835702,7.3877535358,-11.0972937075,6.3671407508,-10.9253068973,6.5238594997,-10.5700753927,6.7647362576,-10.7265044523,5.6529312814,-10.9312231603,4.5856500518,-10.7749116245,4.8148988975,-10.8950841331,4.0006719195,-11.0048912483,3.6697821011,-11.0500248587,3.5890850099,-11.0784527166,4.1455434415,-12.7705199415,4.4496537451,-16.4398967294,6.1733112569,-16.4773992732,6.2939505869,3
252,-8.6717955574,16.50084454,0.0005559155,0.2331757632,1.6961632951,321.671145295,0.0041078035,9.0335719779,-17.5196829409,127.9871933311,0.0058728812,7.8187818027,21.8879578809,197.884459001,0.0081468846,7.5557065592,-22.3640745213,197.8609763557,0.0072955476,9.9114238512,8.0330303055,539.4118255704,0.0051681231,16.8866535404,-21.2158431041,159.3618398597,0.0047974878,9.7096180058,10.0561525449,266.118383486,0.0064802412,11.7924815414,-15.9914808286,148.7560464234,0.0008095634,9.4270956225,3.9255022862,290.1807520587,0.0046799094,13.792013823,-9.6276968593,140.4247525724,-0.0029750837,7.6368431548,5.5992236556,135.2019675149,-0.002966491,7.7795137762,-2.4124404049,111.1673006329,0.0007953834,6.508411134,-15.0557390263,14.0131843836,-14.2451471889,22.6026894913,-13.7835652589,29.9778712492,-13.3437144813,30.7119890695,-13.4078710223,29.4374782595,-13.7032203587,28.8317647434,-13.6638253686,26.2358420714,-13.7434350406,23.1604827958,-13.9997917685,21.3091444754,-13.7708651423,19.7172346248,-13.5402811825,17.9314864677,-13.5007959222,16.7925583731,-13.6596863773,14.6991276545,-12.6362772199,17.6438318078,-12.0306713818,18.5410348354,-12.6420257359,15.0482347007,-12.3710935116,15.3410845995,-12.251233137,14.6410142524,-12.0426795189,14.2648990491,-12.4014956442,12.2424827498,-13.0541869371,8.5374816351,-13.0436290462,7.8642736185,-12.8725260759,8.6966703542,-14.5886655512,9.0533503194,-18.0715084768,14.2198268245,-18.179817144,15.4024066685,3
253,-6.7779543161,6.6169356025,0.0017009384,0.1564108922,0.1862570014,217.4286517253,0.002326366,7.339946699,-15.5239315679,143.2115779422,0.0004357137,9.5713890883,27.1232253188,163.1511258099,0.0092320946,6.7750237122,-11.8228502552,102.0997980791,0.0078436755,7.1072320544,12.6703609697,434.4866860955,0.0091337073,16.9112142107,-29.7051663044,161.6843845156,0.0031776603,9.7513626725,5.7094602524,263.4797539358,0.0032210109,11.6805151293,-18.1548914602,179.7041946517,0.0050904392,10.8504618109,5.4838357835,208.116423483,0.0109380156,9.9838633286,-9.7448633164,122.2805173198,0.0060154687,7.3337135495,-3.4908836196,136.486599084,-0.0021010163,8.4867544176,-1.2598888664,121.2350441609,0.0057794762,6.7411537324,-13.1022628108,5.8446679103,-11.7534857928,13.1147240296,-11.3552133829,18.049645194,-11.5636795578,17.7066479133,-11.746638729,15.6879891629,-12.401346546,13.5511179045,-12.878852588,11.6491966583,-12.9926997386,10.0293811029,-12.9513157088,8.6323710702,-12.5425462174,8.37831367,-12.0099649675,8.8287456688,-11.3302347662,9.3607274869,-10.6187292039,9.5167355735,-10.7389211768,9.5561014803,-10.6896070944,9.2811858099,-10.3965507174,9.1593683057,-10.4215523211,8.3767934713,-10.7154000548,7.436645744,-10.5933305976,7.3997569377,-10.662592735,6.8216067115,-10.9193480981,5.7540146392,-10.8378229501,5.9245796819,-10.8558492462,6.2670400571,-12.5177966797,6.7733579622,-16.1459846848,8.4191166208,-16.1912888219,8.4060894146,3
254,-10.0665838099,8.0229902498,0.0053580947,0.1641161831,0.72935862,287.4288023005,0.0248521986,7.8807252865,-21.2508816614,138.4805023505,-0.0021064306,7.0012677183,14.861541495,195.3857032091,0.0148823084,8.2595152307,-20.7810753192,163.6045349565,-0.0013109274,8.7718163164,5.073266306,529.3478370315,-0.0496351908,15.8754751236,-29.5768003505,189.7619883257,-0.0138499053,10.9967834451,7.0027052641,256.9204283821,-0.0161390389,11.7149607877,-14.6010341297,234.8863979259,-0.0046711793,10.0290857595,2.1751424458,211.4786396722,-0.0270697471,10.0077980046,-11.1303310775,135.3786701447,-0.0169279117,8.3180451879,-4.2345223426,146.764971434,0.0065757845,7.8208734843,-6.1656952247,110.0358692896,0.0063410652,6.1959688619,-17.5957267763,9.68466478,-16.8962505098,14.5864785051,-15.0399880578,23.1446141028,-14.8820713608,23.052467036,-15.1342608928,20.3218741076,-15.0869614736,19.1287121752,-14.8463288512,18.5859857061,-14.9357616295,15.7936748969,-15.4922819483,11.5950000348,-15.3545401272,9.616942736,-14.7991858704,9.5912138702,-14.2950330817,10.4968038719,-14.0724078948,9.9353832377,-14.0977841699,8.6901520795,-13.457478351,9.3103195582,-13.7868471213,7.5999075753,-14.2947946083,5.9557155561,-14.0092631309,6.3043085208,-14.0923226974,5.5949178255,-14.234664458,4.698014748,-14.3195954497,4.0795570258,-14.5043957301,3.8553748947,-14.4922378622,3.8227762755,-16.0094344663,4.2746902477,-19.3242395102,7.9778211052,-19.4143508533,8.6086108752,3
255,-5.1660452383,7.9129710329,0.0009089259,0.2060994994,0.7016985488,232.668821755,0.000338697,8.8555216897,-15.1496485077,148.5063926156,-0.0035977354,10.2116120123,23.3829226323,165.6259079734,0.0036458167,7.8696048219,-17.939932103,124.5881923983,0.0015932048,7.8835752622,13.5922890257,440.9039307578,0.0022335387,16.841589997,-26.193402046,172.2695474534,0.0003974962,11.1237496028,7.4807971452,302.1057283864,0.0029709096,11.6494988646,-20.4052380492,172.0744694051,-0.0003024974,9.7095164344,-0.4681413915,243.768949073,-0.00160826,11.0353658859,-11.3511946221,126.1937991442,-4.94428638091345E-05,8.1940043965,-3.9448611983,170.8390725148,0.0020186373,9.1762578201,1.7087664426,89.2371138846,0.0024932532,6.47711163,-11.5457392471,4.6824116159,-10.603503953,9.8300763156,-9.4896212662,16.4297277997,-9.7237630258,16.1401631954,-10.0108564426,14.8732862159,-10.7552095376,12.6665803176,-10.9117619091,11.3484349022,-10.6536545955,10.7244399231,-10.5638239249,9.8912867537,-10.4924675782,9.0124234324,-10.1950973607,8.8341310922,-9.9534920534,8.5501837321,-9.5059930403,8.3951090418,-9.1727686363,8.2276548971,-9.1839727362,7.7292620537,-9.0376814032,8.2044744036,-8.914280044,7.8054966322,-8.878008189,7.2589128649,-9.0083750085,6.5925249773,-9.0061839422,6.9689034518,-8.9803407265,6.7928828942,-8.9919184467,7.0648134465,-9.1758388242,7.2183808424,-10.9831397611,6.9950898811,-14.4230912476,9.373185959,-14.5083278118,9.3435035489,3
256,-9.5948088824,7.2002071099,4.15094371060224E-05,0.1823029053,3.0103606728,262.634700195,-0.0001564633,8.7576889293,-21.9412311878,132.1842960178,-0.0012840622,6.9285078021,19.5963894949,176.4345721254,-0.001223286,7.7311349452,-18.0126879426,212.5106807824,0.0004956485,9.3731072751,6.2638610333,509.8856927345,-0.000141035,16.0041810625,-19.0677190652,157.3233689673,-0.000459611,9.2882413571,-0.6555852916,290.1739478877,-0.0019720067,12.0243650322,-30.5407211233,203.0899282751,1.62796149040085E-05,11.7706651836,1.0285553846,193.6707921681,-0.0013139436,10.6007630252,-12.6203553732,188.3082359037,-0.0027834319,10.1724754547,-4.8164597932,159.702463551,0.0002339005,8.1844749436,2.3007424274,99.7386295903,0.0003561065,7.0123233758,-17.008513061,4.1023780857,-15.2671771142,10.766096818,-14.0623933347,15.2484155722,-13.763994037,15.023616047,-14.4358553201,15.5900384607,-14.9004273903,14.8658205748,-15.1799974702,11.8771352137,-14.7796332794,11.491796607,-14.7091619942,10.6973774878,-13.9464625155,9.9805853069,-13.6867772882,9.6283065801,-14.1568706866,8.0121763709,-13.8360998066,7.3190006872,-13.4889160825,7.3119886134,-13.4779655121,6.7674763136,-13.2204517621,7.1013062629,-12.7480774398,8.0766414485,-12.7406607413,7.2343840737,-13.3093436789,6.7442168626,-14.2647564124,6.2927012259,-14.4622263138,5.7801895514,-14.2448910931,4.8266739914,-14.2271363471,4.8664986823,-16.0498174426,4.6116008471,-19.039951901,7.4996428685,-19.0669174083,7.9343869382,3
257,-5.4857807909,7.3237698372,0.0003622296,0.1708767552,4.1214307834,192.2659274423,0.0004388364,6.7352256709,-22.9050334175,174.2240953157,-0.0009868783,9.5978331451,20.3650192072,275.5517931188,0.0019577532,9.960146328,-14.2988010687,143.8982168506,0.0006906483,9.2114355826,3.2848251418,374.988921977,0.00262028,14.9852245113,-31.9001849845,155.3217337212,-0.000921365,9.8285147215,-7.4713661325,410.5827769163,7.38613131104389E-06,15.9981393582,-13.2284519227,206.6845066485,8.21373179640285E-05,12.1541232872,0.8483125122,234.7150645525,0.0003912339,11.2950815273,-11.5839953179,115.379931728,-0.0004717993,7.7345905774,-4.5713193164,120.5074653049,7.66015632301801E-05,7.157216663,-1.358157563,109.1781560511,-0.0006539552,6.2593656904,-12.6728688802,5.7647096613,-12.14974522,8.902479716,-9.5233229807,16.8157293606,-9.8155300429,17.443667005,-10.0382821914,15.8347963612,-10.4392036029,14.9966678725,-10.8676287911,14.4251049297,-11.1021396406,11.7981612737,-11.455823459,10.1746219201,-10.800160446,11.310159449,-10.0358664596,12.0892789428,-9.5508470792,13.1959160153,-8.8133163524,12.833931258,-8.9390795892,11.2797091376,-9.1649331959,9.2275539026,-9.3623966697,8.4992044869,-9.6167874939,7.6044843927,-9.2712660357,7.6599415025,-9.5140713996,6.5067145104,-9.8013345437,5.9348866054,-10.2820275535,4.5102916272,-10.6647942961,3.4102282069,-10.8673143679,3.4720789165,-12.4883644769,3.4886185842,-15.0560831382,8.0328952017,-15.0199472142,8.2811012617,3
258,-6.3276116056,6.6543620035,0.0002838254,0.1717865237,4.0891171244,233.7907049981,0.0001493106,9.037756674,-19.8509459844,166.3359020361,-0.0019527102,10.3021566359,20.879438418,198.9258187825,0.0011655594,8.2950341978,-19.3072837383,158.1766096968,0.0011579155,8.7797348662,5.5716297469,471.9468431621,0.0018025421,16.5970698381,-24.2621133914,186.8102126129,0.0006695344,11.5500194869,1.2634771582,263.5588386342,0.0023251073,11.9884831531,-19.0543368617,158.3147201018,0.0010715409,9.8695073686,-9.2599969222,293.9856042814,2.15552635817904E-06,12.2063031011,-8.2066488014,112.880616732,0.0001666911,8.2923487558,-1.6573255755,107.94509759,0.0012516607,8.0851643346,-7.0416101815,118.9796258159,0.0007853565,6.2662781524,-13.4926361719,4.8021524621,-11.9715629198,9.0979996771,-10.3111041642,16.5664120151,-10.6649738171,16.0237558999,-10.9040408334,16.1392683224,-11.378332918,14.2665175935,-11.5936341128,13.126985755,-11.4828492654,12.0190232104,-11.5974808086,10.836909818,-11.1546531796,10.8558412146,-10.8886948283,10.7406731426,-11.0247911913,8.978751187,-10.8063959476,7.9262700608,-10.3425562619,8.139545716,-9.6274990612,9.0360811128,-9.8149147416,8.4121737427,-10.4550362313,5.9001818727,-10.1657376706,6.4554765517,-10.2433094819,6.6681618528,-10.4388721579,5.7180504203,-10.4222799042,5.6876257517,-11.2939094772,3.889222046,-11.4413933744,4.3115562885,-13.0357272174,4.4733381214,-15.8086338844,7.2988927422,-15.7873445367,7.4664314562,3
259,-4.4541886604,8.9541951495,0.0006012571,0.1878088558,2.0958735656,200.2196306539,-0.0001336292,7.6962305427,-18.561927828,119.58301888,0.0003227834,6.7267369534,23.8556046002,201.6123949018,0.0035322449,7.9218027608,-15.2597524567,163.847672379,0.0011168786,8.559435254,12.1733038265,402.6498823309,0.0036982704,15.1675399494,-19.7930770018,179.8373521943,0.0015727849,11.3416702704,5.2668754013,309.1888880217,0.0015460242,12.4347325298,-25.7699861038,229.1287398945,-0.0005844754,11.5443921331,1.1623816657,271.7315428277,0.0018593346,13.5354917414,-6.8685836196,141.1517780211,0.0029398714,8.7273050904,1.781231214,117.9845669966,0.0031174109,7.3265713283,-4.5228355777,125.9895759362,-0.0001053947,6.977881649,-10.8883974913,4.9505504185,-9.3434873775,11.9633863016,-9.0192854892,16.0884286134,-9.011606206,18.1705161898,-9.3497985974,17.2440609496,-9.8010654264,14.0713590156,-10.3469591681,12.8855056461,-10.0367250333,12.6209995995,-9.6753224841,13.2224180287,-9.2474293686,13.4784127279,-8.7979155212,13.0905022181,-8.7327130713,12.4594509824,-9.0404068724,10.0688374867,-8.8204155533,9.3302723259,-7.5801271597,11.6978700269,-7.8945167157,10.0221147187,-8.0528045851,9.5137463865,-7.9363336016,8.8307565691,-7.9978240517,8.396832921,-8.4759962078,7.681305132,-8.901361517,6.1331958224,-8.816242225,5.6265492285,-8.7304628735,5.6223697131,-10.4583233548,6.3003410463,-13.8548536921,9.3345803612,-13.9094946441,9.7499034458,3
